president,term,start_date,end_date,approving,disapproving,unsure_no_data,democrats_approving,independents_approving,republicans_approving,poll_source,source_url
Dwight D. Eisenhower,1st term,06/06/1957,06/11/1957,64,22,14,48,65,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/17/1957,05/22/1957,62,23,15,43,66,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/25/1957,04/30/1957,64,23,13,49,62,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/06/1957,04/11/1957,67,21,12,51,68,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/15/1957,03/20/1957,65,20,15,48,69,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/28/1957,03/05/1957,72,17,11,56,73,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/07/1957,02/12/1957,72,16,12,57,77,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/17/1957,01/22/1957,73,14,13,57,82,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/14/1956,12/19/1956,79,11,10,67,78,95,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/22/1956,11/27/1956,75,15,10,57,81,94,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/03/1956,08/08/1956,68,19,13,49,70,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/12/1956,07/17/1956,70,20,10,49,75,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/15/1956,06/20/1956,73,18,9,55,76,95,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/31/1956,06/05/1956,71,19,10,55,73,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/10/1956,05/15/1956,69,17,14,52,68,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/19/1956,04/24/1956,69,19,12,51,76,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/29/1956,04/03/1956,73,17,10,56,74,95,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/08/1956,03/13/1956,72,18,10,52,77,95,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/16/1956,02/21/1956,75,15,10,58,80,93,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/26/1956,01/31/1956,77,14,9,61,80,93,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/06/1956,01/11/1956,76,12,12,63,81,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/08/1955,12/13/1955,75,13,12,61,78,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/17/1955,11/22/1955,78,13,9,67,81,93,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/15/1955,09/20/1955,71,16,13,52,77,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/25/1955,08/30/1955,71,16,13,54,75,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/04/1955,08/09/1955,76,11,13,64,75,93,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/14/1955,07/19/1955,72,18,10,57,76,93,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/24/1955,06/29/1955,67,15,18,52,68,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/03/1955,06/08/1955,70,16,14,54,76,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/12/1955,05/17/1955,68,16,16,52,69,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/14/1955,04/19/1955,70,14,16,58,68,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/24/1955,03/29/1955,66,21,13,50,69,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/03/1955,03/08/1955,71,17,12,54,74,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/10/1955,02/15/1955,73,15,12,61,79,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/20/1955,01/25/1955,70,17,13,53,71,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/31/1954,01/05/1955,70,18,12,58,74,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/02/1954,12/07/1954,69,23,8,54,68,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/11/1954,11/16/1954,57,23,20,41,58,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,10/15/1954,10/20/1954,61,26,13,45,71,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/16/1954,09/21/1954,66,21,13,48,71,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/26/1954,08/31/1954,63,24,13,46,67,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/05/1954,08/10/1954,67,19,14,51,69,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/16/1954,07/21/1954,75,20,5,61,79,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/02/1954,07/07/1954,65,21,14,51,66,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/12/1954,06/17/1954,62,24,14,46,67,82,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/21/1954,05/26/1954,61,24,15,45,61,83,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/02/1954,05/07/1954,60,22,18,42,62,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/08/1954,04/13/1954,68,21,11,50,73,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/19/1954,03/24/1954,66,22,12,52,69,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/25/1954,03/02/1954,67,21,12,52,69,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/28/1954,02/02/1954,70,17,13,54,75,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/09/1954,01/14/1954,71,19,10,55,74,92,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/11/1953,12/16/1953,69,22,9,54,66,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/19/1953,11/24/1953,59,25,16,42,62,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/01/1953,11/05/1953,61,26,13,44,65,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,10/09/1953,10/14/1953,65,19,16,49,64,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/12/1953,09/17/1953,61,20,19,48,60,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/15/1953,08/20/1953,74,14,12,60,75,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/25/1953,07/30/1953,73,13,14,63,70,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/04/1953,07/09/1953,69,15,16,56,68,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/09/1953,05/14/1953,74,10,16,64,76,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/19/1953,04/24/1953,73,10,17,64,72,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/28/1953,04/02/1953,74,8,18,64,74,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/22/1953,02/27/1953,67,8,25,57,68,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/01/1953,02/05/1953,68,7,25,60,65,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Harry S Truman,1st term,12/11/1952,12/16/1952,32,56,12,50,23,9,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/09/1952,10/14/1952,32,55,13,50,23,8,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/05/1952,10/10/1952,31,57,12,44,24,9,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/03/1952,10/08/1952,33,55,12,50,23,10,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,07/13/1952,07/18/1952,29,59,12,51,25,8,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/15/1952,06/20/1952,32,58,10,48,31,9,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/30/1952,06/04/1952,31,59,10,52,26,10,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/11/1952,05/16/1952,27,60,13,46,27,7,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,04/13/1952,04/18/1952,28,59,13,47,23,10,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,02/09/1952,02/14/1952,22,64,14,44,18,5,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/20/1952,01/25/1952,25,62,13,41,17,7,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/06/1952,01/11/1952,23,67,10,42,20,5,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,11/11/1951,11/16/1951,23,61,16,42,18,6,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/14/1951,10/19/1951,29,55,16,48,25,7,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/21/1951,09/26/1951,32,54,14,51,28,11,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,08/03/1951,08/08/1951,31,57,12,48,27,11,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,07/08/1951,07/13/1951,29,54,17,43,25,10,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/16/1951,06/21/1951,25,59,16,41,20,8,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/19/1951,05/24/1951,24,63,13,40,22,7,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,04/16/1951,04/21/1951,24,54,22,35,19,9,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,03/26/1951,03/31/1951,28,57,15,41,24,11,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,03/04/1951,03/09/1951,27,59,14,41,22,12,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,02/04/1951,02/09/1951,26,60,14,41,17,13,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/01/1951,01/05/1951,36,49,15,46,23,15,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,12/03/1950,12/08/1950,33,53,14,51,29,16,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/22/1950,10/27/1950,39,46,15,60,36,17,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/20/1950,10/25/1950,41,46,13,60,43,13,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/08/1950,10/13/1950,43,36,21,54,48,18,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,10/01/1950,10/06/1950,35,50,15,52,29,14,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/17/1950,09/22/1950,35,47,18,55,26,14,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,08/20/1950,08/25/1950,43,32,25,56,35,20,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,07/30/1950,08/04/1950,39,45,16,59,33,19,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,07/09/1950,07/14/1950,46,40,14,66,37,26,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/04/1950,06/09/1950,37,47,16,55,27,17,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/04/1950,05/09/1950,41,38,21,56,33,19,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,02/26/1950,03/03/1950,37,44,19,54,37,11,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/08/1950,01/13/1950,45,40,15,65,37,22,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/28/1949,10/02/1949,50,35,15,71,46,26,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/25/1949,09/30/1949,51,31,18,71,46,26,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/03/1949,09/08/1949,45,38,17,70,46,26,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/11/1949,06/17/1949,57,27,16,70,47,25,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/02/1949,05/08/1949,51,32,17,69,47,25,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,03/06/1949,03/11/1949,57,24,19,75,48,32,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/07/1949,01/12/1949,69,17,14,75,48,32,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/18/1948,06/24/1948,40,44,16,75,48,32,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/28/1948,06/02/1948,39,47,14,75,48,32,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,04/09/1948,04/14/1948,36,50,14,50,31,26,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/02/1948,01/07/1948,53,32,15,70,49,35,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,11/28/1947,12/02/1947,54,33,13,72,52,34,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/12/1947,09/17/1947,55,29,16,68,49,43,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,07/04/1947,07/09/1947,61,28,11,76,58,43,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/20/1947,06/25/1947,55,31,14,69,51,41,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,05/23/1947,05/28/1947,65,24,11,76,56,57,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,04/25/1947,04/30/1947,57,25,18,68,51,50,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,03/28/1947,04/02/1947,63,21,16,66,48,47,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,03/14/1947,03/19/1947,60,23,17,62,44,42,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,01/17/1947,01/22/1947,48,39,13,61,42,41,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,12/13/1946,12/18/1946,35,47,18,56,35,32,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,11/15/1946,11/21/1946,34,53,13,51,27,23,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,09/13/1946,09/18/1946,33,52,15,28,28,21,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
Harry S Truman,1st term,06/14/1946,06/19/1946,43,45,12,61,36,31,,https://www.presidency.ucsb.edu/statistics/data/harry-s-truman-public-approval
